# GFF/GTF parsing and conversion.
# PYTHON VERSION: 3.8.5
# Script call:    /home/gt156213e/bin/core/gxf_parse.py -i ../Reference-genomes/Rnor6/Rattus_norvegicus.Rnor_6.0.99.gtf.gz -s ensembl -p ENSRNO -o rnor6-transcripts.tab --nogenes --noexons
# Runtime:        12/04/2020 10:27:13
# ----------------
# Input file:            ../Reference-genomes/Rnor6/Rattus_norvegicus.Rnor_6.0.99.gtf.gz
# Input source:          ensembl
# Feature ID prefix:     ENSRNO
# Output file:           rnor6-transcripts.tab
# --nogenes set:         Not writing gene coordinates and IDs.
# --noexons set:         Not writing exon coordinates and IDs.
# ----------------
# 12.04.2020 | 10:27:13 Detecting compression...
# 12.04.2020 | 10:27:13 Reading genes...
# Genes read:            32883
# ----------------
# 12.04.2020 | 10:27:18 Reading transcripts...
# Transcripts read:      41078
# ----------------
# 12.04.2020 | 10:27:22 Reading CDS...
# CDS read:              273952
# ----------------
# 12.04.2020 | 10:27:30 Writing output...
feature id	feature type	chr	start	end	strand	parent ids	num child features
ENSRNOT00000037483	protein_coding transcript	5	24240242	24255606	-	ENSRNOG00000026662	1
ENSRNOT00000079997	lincRNA transcript	5	24275254	24280151	-	ENSRNOG00000055469	0
ENSRNOT00000061569	protein_coding transcript	5	24297094	24320786	-	ENSRNOG00000040040	9
ENSRNOT00000010591	protein_coding transcript	5	24410863	24416888	+	ENSRNOG00000007964	3
ENSRNOT00000010696	protein_coding transcript	5	24434872	24446406	+	ENSRNOG00000008055	11
ENSRNOT00000081395	protein_coding transcript	5	24445886	24489468	-	ENSRNOG00000008124	25
ENSRNOT00000010789	protein_coding transcript	5	24446085	24493670	-	ENSRNOG00000008124	28
ENSRNOT00000037869	protein_coding transcript	5	24504614	24560063	-	ENSRNOG00000025416	19
ENSRNOT00000010846	protein_coding transcript	5	24576991	24631679	-	ENSRNOG00000008184	15
ENSRNOT00000067129	protein_coding transcript	5	24578109	24631698	-	ENSRNOG00000008184	15
ENSRNOT00000075052	pseudogene transcript	5	24693732	24694200	+	ENSRNOG00000048760	0
ENSRNOT00000061413	protein_coding transcript	5	24725821	24853063	+	ENSRNOG00000029050	3
ENSRNOT00000042810	protein_coding transcript	5	24860153	24908397	+	ENSRNOG00000024953	9
ENSRNOT00000075288	protein_coding transcript	5	24923980	24926904	-	ENSRNOG00000048316	4
ENSRNOT00000085206	lincRNA transcript	5	24970159	24974609	-	ENSRNOG00000060450	0
ENSRNOT00000061385	protein_coding transcript	5	25042710	25120264	+	ENSRNOG00000014664	24
ENSRNOT00000061370	protein_coding transcript	5	25146949	25214376	+	ENSRNOG00000039949	14
ENSRNOT00000020245	protein_coding transcript	5	25168295	25172939	+	ENSRNOG00000015004	2
ENSRNOT00000054591	miRNA transcript	5	25214886	25214988	+	ENSRNOG00000036483	0
ENSRNOT00000061333	protein_coding transcript	5	25253010	25255938	+	ENSRNOG00000016330	1
ENSRNOT00000079809	lincRNA transcript	5	25339368	25341042	+	ENSRNOG00000059459	0
ENSRNOT00000020826	protein_coding transcript	5	25349928	25353661	+	ENSRNOG00000015160	3
ENSRNOT00000021612	protein_coding transcript	5	25391115	25443718	+	ENSRNOG00000015562	17
ENSRNOT00000088886	misc_RNA transcript	5	25546110	25546434	+	ENSRNOG00000058934	0
ENSRNOT00000090376	protein_coding transcript	5	25577451	25584288	-	ENSRNOG00000016180	2
ENSRNOT00000090579	protein_coding transcript	5	25577593	25584278	-	ENSRNOG00000016180	1
ENSRNOT00000067823	protein_coding transcript	5	25577593	25583834	-	ENSRNOG00000016180	2
ENSRNOT00000021839	protein_coding transcript	5	25666137	25721072	-	ENSRNOG00000016187	28
ENSRNOT00000069986	rRNA transcript	5	25704484	25704585	+	ENSRNOG00000044719	0
ENSRNOT00000087602	protein_coding transcript	5	25725683	25728311	+	ENSRNOG00000055292	1
ENSRNOT00000022249	protein_coding transcript	5	25732644	25750826	-	ENSRNOG00000016338	9
ENSRNOT00000082001	pseudogene transcript	5	25773160	25774283	+	ENSRNOG00000060913	0
ENSRNOT00000061328	protein_coding transcript	5	26493212	26566370	+	ENSRNOG00000039924	3
ENSRNOT00000045483	protein_coding transcript	5	27180148	27180819	-	ENSRNOG00000032078	1
ENSRNOT00000078102	protein_coding transcript	5	27312928	27442841	+	ENSRNOG00000005673	11
ENSRNOT00000066191	protein_coding transcript	5	27326762	27440018	+	ENSRNOG00000005673	11
ENSRNOT00000082510	snoRNA transcript	5	27614419	27614555	-	ENSRNOG00000054161	0
ENSRNOT00000086860	lincRNA transcript	5	27673386	27690424	-	ENSRNOG00000061158	0
ENSRNOT00000084449	snoRNA transcript	5	27757657	27757765	+	ENSRNOG00000060957	0
ENSRNOT00000088165	protein_coding transcript	5	27986663	28164326	-	ENSRNOG00000006096	18
ENSRNOT00000093186	protein_coding transcript	5	27987414	28130803	-	ENSRNOG00000006096	18
ENSRNOT00000067331	protein_coding transcript	5	27989298	28131133	-	ENSRNOG00000006096	17
ENSRNOT00000093409	nonsense_mediated_decay transcript	5	28006549	28177340	-	ENSRNOG00000006096	6
ENSRNOT00000093146	processed_pseudogene transcript	5	28109653	28109967	+	ENSRNOG00000062174	0
ENSRNOT00000008656	protein_coding transcript	5	28133068	28317943	-	ENSRNOG00000006498	8
ENSRNOT00000093691	protein_coding transcript	5	28133069	28317941	-	ENSRNOG00000006498	8
ENSRNOT00000093302	protein_coding transcript	5	28163952	28317933	-	ENSRNOG00000006498	8
ENSRNOT00000093515	protein_coding transcript	5	28250261	28317887	-	ENSRNOG00000006498	6
ENSRNOT00000071988	miRNA transcript	5	28203397	28203455	+	ENSRNOG00000046930	0
ENSRNOT00000008725	protein_coding transcript	5	28333019	28349927	-	ENSRNOG00000006636	8
ENSRNOT00000093477	retained_intron transcript	5	28334912	28336024	-	ENSRNOG00000006636	0
ENSRNOT00000093698	nonsense_mediated_decay transcript	5	28338920	28349854	-	ENSRNOG00000006636	4
ENSRNOT00000075410	miRNA transcript	5	28375433	28375491	+	ENSRNOG00000049628	0
ENSRNOT00000009375	protein_coding transcript	5	28395296	28442924	+	ENSRNOG00000006697	7
ENSRNOT00000093371	sense_intronic transcript	5	28436092	28437192	+	ENSRNOG00000062186	0
ENSRNOT00000075067	protein_coding transcript	5	28480023	28505432	+	ENSRNOG00000047537	5
ENSRNOT00000093754	protein_coding transcript	5	28480048	28497205	+	ENSRNOG00000047537	4
ENSRNOT00000093341	protein_coding transcript	5	28485619	28505244	+	ENSRNOG00000047537	5
ENSRNOT00000093129	protein_coding transcript	5	28485674	28505189	+	ENSRNOG00000047537	5
ENSRNOT00000009718	protein_coding transcript	5	28504558	28737719	-	ENSRNOG00000007256	13
ENSRNOT00000070117	rRNA transcript	5	28555407	28555516	-	ENSRNOG00000044850	0
ENSRNOT00000054590	miRNA transcript	5	28587048	28587155	+	ENSRNOG00000036482	0
ENSRNOT00000009759	protein_coding transcript	5	28850950	28867227	+	ENSRNOG00000007426	3
ENSRNOT00000085729	snoRNA transcript	5	29494837	29494966	+	ENSRNOG00000057229	0
ENSRNOT00000010845	protein_coding transcript	5	29538380	29562773	+	ENSRNOG00000007456	11
ENSRNOT00000078952	snoRNA transcript	5	29570674	29570802	-	ENSRNOG00000051643	0
ENSRNOT00000011330	protein_coding transcript	5	29573898	29601748	-	ENSRNOG00000008236	10
ENSRNOT00000012377	protein_coding transcript	5	29622281	29656864	+	ENSRNOG00000008580	16
ENSRNOT00000012394	protein_coding transcript	5	29663685	29682005	-	ENSRNOG00000009358	6
ENSRNOT00000012963	protein_coding transcript	5	29838747	29870735	-	ENSRNOG00000009389	11
ENSRNOT00000077777	lincRNA transcript	5	30685041	30720958	-	ENSRNOG00000059643	0
ENSRNOT00000090315	snRNA transcript	5	31308281	31308406	-	ENSRNOG00000052221	0
ENSRNOT00000050137	protein_coding transcript	5	31568419	31810484	+	ENSRNOG00000005708	10
ENSRNOT00000077783	snRNA transcript	5	32495351	32495413	+	ENSRNOG00000057632	0
ENSRNOT00000078264	protein_coding transcript	5	32629466	32956159	-	ENSRNOG00000056330	11
ENSRNOT00000008087	protein_coding transcript	5	33097654	33507467	+	ENSRNOG00000006084	18
ENSRNOT00000044483	protein_coding transcript	5	33174542	33182715	-	ENSRNOG00000002449	11
ENSRNOT00000080358	protein_coding transcript	5	33174542	33182147	-	ENSRNOG00000002449	11
ENSRNOT00000088136	snoRNA transcript	5	33175976	33176090	-	ENSRNOG00000056084	0
ENSRNOT00000087189	misc_RNA transcript	5	33274274	33274545	+	ENSRNOG00000059141	0
ENSRNOT00000008281	protein_coding transcript	5	33528154	33574596	-	ENSRNOG00000006298	15
ENSRNOT00000092054	protein_coding transcript	5	33580944	33638165	+	ENSRNOG00000025145	10
ENSRNOT00000036050	protein_coding transcript	5	33581028	33604564	+	ENSRNOG00000025145	10
ENSRNOT00000009047	protein_coding transcript	5	33609136	33664435	-	ENSRNOG00000006328	23
ENSRNOT00000035685	protein_coding transcript	5	33784715	33805616	+	ENSRNOG00000024903	4
ENSRNOT00000009334	protein_coding transcript	5	33843519	33892462	-	ENSRNOG00000006926	8
ENSRNOT00000009611	protein_coding transcript	5	34007920	34028452	+	ENSRNOG00000007139	5
ENSRNOT00000009758	protein_coding transcript	5	34040258	34063361	+	ENSRNOG00000007351	9
ENSRNOT00000086971	snRNA transcript	5	34074792	34074919	-	ENSRNOG00000061771	0
ENSRNOT00000017479	protein_coding transcript	5	34174411	34813116	-	ENSRNOG00000013085	6
ENSRNOT00000082911	snoRNA transcript	5	35110502	35110635	-	ENSRNOG00000053189	0
ENSRNOT00000084096	ribozyme transcript	5	35285122	35285382	+	ENSRNOG00000058440	0
ENSRNOT00000077752	ribozyme transcript	5	35315038	35315298	+	ENSRNOG00000060794	0
ENSRNOT00000010126	protein_coding transcript	5	35823983	35831712	-	ENSRNOG00000007683	6
ENSRNOT00000011442	protein_coding transcript	5	35865605	35883706	+	ENSRNOG00000007719	12
ENSRNOT00000030559	protein_coding transcript	5	35892737	35902262	-	ENSRNOG00000028185	4
ENSRNOT00000066043	protein_coding transcript	5	35916804	35984524	+	ENSRNOG00000008688	16
ENSRNOT00000083132	protein_coding transcript	5	35916819	35981378	+	ENSRNOG00000008688	17
ENSRNOT00000080673	snoRNA transcript	5	35951190	35951342	+	ENSRNOG00000055955	0
ENSRNOT00000061139	protein_coding transcript	5	35991068	36017944	+	ENSRNOG00000008782	11
ENSRNOT00000013384	protein_coding transcript	5	36024649	36056669	+	ENSRNOG00000009974	7
ENSRNOT00000013599	protein_coding transcript	5	36076565	36135884	+	ENSRNOG00000010106	6
ENSRNOT00000091648	miRNA transcript	5	36237246	36237343	-	ENSRNOG00000056724	0
ENSRNOT00000077184	lincRNA transcript	5	36433858	36435294	-	ENSRNOG00000055329	0
ENSRNOT00000061128	protein_coding transcript	5	36555109	36628917	+	ENSRNOG00000005641	7
ENSRNOT00000077650	protein_coding transcript	5	36566783	36629689	+	ENSRNOG00000005641	7
ENSRNOT00000088690	snoRNA transcript	5	36591850	36591979	+	ENSRNOG00000054117	0
ENSRNOT00000009043	protein_coding transcript	5	36681528	36683356	-	ENSRNOG00000006908	1
ENSRNOT00000079218	lincRNA transcript	5	36690811	36693371	-	ENSRNOG00000060892	0
ENSRNOT00000075765	pseudogene transcript	5	38018574	38024704	-	ENSRNOG00000048750	0
ENSRNOT00000068993	miRNA transcript	5	38293092	38293181	+	ENSRNOG00000043726	0
ENSRNOT00000082299	lincRNA transcript	5	38567800	38572483	-	ENSRNOG00000060102	0
ENSRNOT00000009545	protein_coding transcript	5	38844488	38961035	+	ENSRNOG00000006996	24
ENSRNOT00000009146	protein_coding transcript	5	38922527	38923095	-	ENSRNOG00000006971	2
ENSRNOT00000090806	snoRNA transcript	5	38932293	38932412	-	ENSRNOG00000055018	0
ENSRNOT00000050653	protein_coding transcript	5	38972724	39215102	-	ENSRNOG00000007441	10
ENSRNOT00000047860	processed_pseudogene transcript	5	38981183	38982041	+	ENSRNOG00000033953	0
ENSRNOT00000010073	protein_coding transcript	5	39251337	39257512	+	ENSRNOG00000007506	3
ENSRNOT00000034194	pseudogene transcript	5	39320984	39321459	-	ENSRNOG00000024161	0
ENSRNOT00000010081	protein_coding transcript	5	39329423	39370900	+	ENSRNOG00000007675	1
ENSRNOT00000077736	snoRNA transcript	5	39533673	39533758	+	ENSRNOG00000052786	0
ENSRNOT00000046595	protein_coding transcript	5	39564242	39611053	-	ENSRNOG00000007680	5
ENSRNOT00000089522	protein_coding transcript	5	39615956	39650895	-	ENSRNOG00000007831	19
ENSRNOT00000010421	protein_coding transcript	5	39617228	39650894	-	ENSRNOG00000007831	19
ENSRNOT00000082689	snRNA transcript	5	39687902	39688000	+	ENSRNOG00000052471	0
ENSRNOT00000046713	protein_coding transcript	5	39689105	39689824	-	ENSRNOG00000032999	2
ENSRNOT00000086741	snoRNA transcript	5	39954040	39954171	-	ENSRNOG00000056822	0
ENSRNOT00000011393	protein_coding transcript	5	40032855	40237591	-	ENSRNOG00000008475	1
ENSRNOT00000070935	miRNA transcript	5	40669486	40669560	-	ENSRNOG00000046369	0
ENSRNOT00000011576	protein_coding transcript	5	40844998	40867023	-	ENSRNOG00000008626	4
ENSRNOT00000078401	snRNA transcript	5	41320682	41320788	+	ENSRNOG00000051508	0
ENSRNOT00000092215	misc_RNA transcript	5	42395559	42395657	+	ENSRNOG00000055744	0
ENSRNOT00000082434	snRNA transcript	5	42557891	42558027	+	ENSRNOG00000053389	0
ENSRNOT00000089054	snoRNA transcript	5	43164894	43165022	+	ENSRNOG00000057956	0
ENSRNOT00000054589	miRNA transcript	5	43449210	43449300	+	ENSRNOG00000036481	0
ENSRNOT00000077885	pseudogene transcript	5	43469345	43469898	+	ENSRNOG00000053101	0
ENSRNOT00000009899	protein_coding transcript	5	43603043	43757549	+	ENSRNOG00000007030	17
ENSRNOT00000077160	snRNA transcript	5	43674541	43674647	+	ENSRNOG00000057640	0
ENSRNOT00000042939	protein_coding transcript	5	44270057	44270455	+	ENSRNOG00000032454	1
ENSRNOT00000036616	pseudogene transcript	5	45556408	45556769	-	ENSRNOG00000060249	0
ENSRNOT00000078109	pseudogene transcript	5	45560516	45560895	+	ENSRNOG00000057999	0
ENSRNOT00000072326	pseudogene transcript	5	45729527	45729888	-	ENSRNOG00000054604	0
ENSRNOT00000086284	pseudogene transcript	5	45733655	45734034	+	ENSRNOG00000059308	0
ENSRNOT00000091625	lincRNA transcript	5	46306575	46314689	-	ENSRNOG00000061618	0
ENSRNOT00000083099	pseudogene transcript	5	46751661	46757181	-	ENSRNOG00000061900	0
ENSRNOT00000007654	protein_coding transcript	5	47186558	47244416	+	ENSRNOG00000005724	17
ENSRNOT00000065882	protein_coding transcript	5	47546014	47807166	+	ENSRNOG00000006170	4
ENSRNOT00000084041	misc_RNA transcript	5	47735737	47736012	+	ENSRNOG00000053678	0
ENSRNOT00000080722	lincRNA transcript	5	47834507	47848685	+	ENSRNOG00000051391	0
ENSRNOT00000087649	lincRNA transcript	5	47847317	47848684	+	ENSRNOG00000051391	0
ENSRNOT00000008469	protein_coding transcript	5	47835066	47836586	-	ENSRNOG00000006478	1
ENSRNOT00000080857	processed_pseudogene transcript	5	47849692	47850128	+	ENSRNOG00000061839	0
ENSRNOT00000009228	protein_coding transcript	5	47853818	47891127	+	ENSRNOG00000006487	9
ENSRNOT00000079656	protein_coding transcript	5	47853878	47891668	+	ENSRNOG00000006487	9
ENSRNOT00000076035	protein_coding transcript	5	47894530	47907340	+	ENSRNOG00000047513	5
ENSRNOT00000090799	protein_coding transcript	5	47894663	48008969	+	ENSRNOG00000047513	100
ENSRNOT00000075869	protein_coding transcript	5	47908806	47972286	+	ENSRNOG00000047513	52
ENSRNOT00000076388	protein_coding transcript	5	48006823	48012067	+	ENSRNOG00000047513	7
ENSRNOT00000067610	protein_coding transcript	5	48011864	48013530	+	ENSRNOG00000047513	4
ENSRNOT00000077040	protein_coding transcript	5	48012231	48036287	+	ENSRNOG00000047513	21
ENSRNOT00000065926	protein_coding transcript	5	48047913	48050187	+	ENSRNOG00000043105	3
ENSRNOT00000081748	protein_coding transcript	5	48052401	48194251	-	ENSRNOG00000007110	15
ENSRNOT00000065912	protein_coding transcript	5	48052610	48194294	-	ENSRNOG00000007110	15
ENSRNOT00000088179	protein_coding transcript	5	48052619	48165317	-	ENSRNOG00000007110	15
ENSRNOT00000085856	retained_intron transcript	5	48084643	48085291	-	ENSRNOG00000007110	0
ENSRNOT00000068028	protein_coding transcript	5	48224994	48260685	+	ENSRNOG00000007331	7
ENSRNOT00000075992	protein_coding transcript	5	48274477	48284466	+	ENSRNOG00000007434	6
ENSRNOT00000041271	protein_coding transcript	5	48274485	48290658	+	ENSRNOG00000007434	11
ENSRNOT00000076508	protein_coding transcript	5	48290061	48290408	+	ENSRNOG00000007434	1
ENSRNOT00000009973	protein_coding transcript	5	48303366	48341571	+	ENSRNOG00000007490	9
ENSRNOT00000081825	protein_coding transcript	5	48313599	48341642	+	ENSRNOG00000007490	8
ENSRNOT00000010172	protein_coding transcript	5	48374096	48411170	+	ENSRNOG00000007603	10
ENSRNOT00000091463	snRNA transcript	5	48403918	48404023	+	ENSRNOG00000054072	0
ENSRNOT00000091281	miRNA transcript	5	48410472	48410603	+	ENSRNOG00000058066	0
ENSRNOT00000060914	protein_coding transcript	5	48420302	48436531	-	ENSRNOG00000007755	7
ENSRNOT00000091482	protein_coding transcript	5	48456757	48485912	+	ENSRNOG00000051383	5
ENSRNOT00000010271	protein_coding transcript	5	48501472	48504511	-	ENSRNOG00000007793	4
ENSRNOT00000010614	protein_coding transcript	5	48561339	48779207	+	ENSRNOG00000007867	16
ENSRNOT00000091827	protein_coding transcript	5	48561339	48779207	+	ENSRNOG00000007867	13
ENSRNOT00000086457	misc_RNA transcript	5	48749281	48749584	-	ENSRNOG00000061875	0
ENSRNOT00000082055	snoRNA transcript	5	48979653	48979784	-	ENSRNOG00000057944	0
ENSRNOT00000010850	protein_coding transcript	5	49311030	49333056	+	ENSRNOG00000008223	1
ENSRNOT00000080092	lincRNA transcript	5	49387296	49389588	+	ENSRNOG00000058407	0
ENSRNOT00000010909	protein_coding transcript	5	49424061	49439358	-	ENSRNOG00000008232	7
ENSRNOT00000080411	snRNA transcript	5	49485410	49485506	+	ENSRNOG00000059874	0
ENSRNOT00000071004	miRNA transcript	5	49737350	49737450	+	ENSRNOG00000047645	0
ENSRNOT00000038090	pseudogene transcript	5	49821254	49822878	+	ENSRNOG00000023101	0
ENSRNOT00000091267	lincRNA transcript	5	49959334	49982175	+	ENSRNOG00000055803	0
ENSRNOT00000010962	protein_coding transcript	5	50002184	50016539	+	ENSRNOG00000008288	5
ENSRNOT00000084643	protein_coding transcript	5	50020815	50068706	-	ENSRNOG00000008314	17
ENSRNOT00000011085	protein_coding transcript	5	50021060	50075454	-	ENSRNOG00000008314	20
ENSRNOT00000011688	protein_coding transcript	5	50075527	50127424	+	ENSRNOG00000008643	21
ENSRNOT00000011969	protein_coding transcript	5	50119881	50138475	-	ENSRNOG00000008908	7
ENSRNOT00000081150	protein_coding transcript	5	50120590	50142724	-	ENSRNOG00000008908	8
ENSRNOT00000051243	protein_coding transcript	5	50148658	50193571	-	ENSRNOG00000009061	12
ENSRNOT00000012164	protein_coding transcript	5	50210270	50221095	-	ENSRNOG00000009178	5
ENSRNOT00000035840	protein_coding transcript	5	50230619	50239458	-	ENSRNOG00000023035	2
ENSRNOT00000080899	protein_coding transcript	5	50230633	50239437	-	ENSRNOG00000023035	1
ENSRNOT00000089172	protein_coding transcript	5	50230633	50239431	-	ENSRNOG00000023035	2
ENSRNOT00000087057	protein_coding transcript	5	50231861	50239419	-	ENSRNOG00000023035	2
ENSRNOT00000077686	snoRNA transcript	5	50252813	50252942	+	ENSRNOG00000061044	0
ENSRNOT00000035808	protein_coding transcript	5	50282084	50362344	-	ENSRNOG00000031031	8
ENSRNOT00000073903	pseudogene transcript	5	50371732	50373014	-	ENSRNOG00000047509	0
ENSRNOT00000012385	protein_coding transcript	5	50381244	50393367	+	ENSRNOG00000009269	3
ENSRNOT00000012519	protein_coding transcript	5	50438576	50638136	-	ENSRNOG00000009453	3
ENSRNOT00000034527	protein_coding transcript	5	50631217	50634142	+	ENSRNOG00000022990	1
ENSRNOT00000089220	snRNA transcript	5	50651428	50651565	+	ENSRNOG00000054813	0
ENSRNOT00000013181	protein_coding transcript	5	50668040	50684409	-	ENSRNOG00000009478	11
ENSRNOT00000080713	lincRNA transcript	5	51148371	51184078	-	ENSRNOG00000058323	0
ENSRNOT00000007449	protein_coding transcript	5	51466367	51468425	-	ENSRNOG00000005634	1
ENSRNOT00000078759	snRNA transcript	5	51584202	51584311	+	ENSRNOG00000061464	0
ENSRNOT00000063073	miRNA transcript	5	52461646	52461724	-	ENSRNOG00000041320	0
ENSRNOT00000063058	miRNA transcript	5	52481076	52481152	-	ENSRNOG00000041305	0
ENSRNOT00000081664	snRNA transcript	5	52582764	52582864	+	ENSRNOG00000054464	0
ENSRNOT00000048383	protein_coding transcript	5	52653327	52767592	-	ENSRNOG00000050117	6
ENSRNOT00000077713	snRNA transcript	5	54337231	54337340	+	ENSRNOG00000053330	0
ENSRNOT00000050030	protein_coding transcript	5	54480787	54482159	-	ENSRNOG00000031013	1
ENSRNOT00000090195	misc_RNA transcript	5	55823582	55823680	-	ENSRNOG00000054666	0
ENSRNOT00000079757	miRNA transcript	5	55995885	55995998	-	ENSRNOG00000061929	0
ENSRNOT00000080137	snRNA transcript	5	56262572	56262635	+	ENSRNOG00000054425	0
ENSRNOT00000008337	protein_coding transcript	5	56425024	56481218	+	ENSRNOG00000005849	20
ENSRNOT00000060765	protein_coding transcript	5	56500734	56536772	-	ENSRNOG00000006384	13
ENSRNOT00000066081	protein_coding transcript	5	56554969	56567320	-	ENSRNOG00000006485	3
ENSRNOT00000091691	snoRNA transcript	5	56560803	56560903	+	ENSRNOG00000060671	0
ENSRNOT00000029712	protein_coding transcript	5	56567109	56576676	-	ENSRNOG00000024539	4
ENSRNOT00000091600	lincRNA transcript	5	56684092	56684951	+	ENSRNOG00000057330	0
ENSRNOT00000081582	snRNA transcript	5	56713429	56713535	-	ENSRNOG00000060535	0
ENSRNOT00000073045	protein_coding transcript	5	56751657	56753832	-	ENSRNOG00000049016	2
ENSRNOT00000072285	protein_coding transcript	5	56769347	56771522	-	ENSRNOG00000049451	2
ENSRNOT00000067992	protein_coding transcript	5	56797502	56800759	+	ENSRNOG00000042246	1
ENSRNOT00000046463	protein_coding transcript	5	56987909	57008859	-	ENSRNOG00000006582	7
ENSRNOT00000090891	protein_coding transcript	5	56987909	57008795	-	ENSRNOG00000006582	7
ENSRNOT00000010061	protein_coding transcript	5	57028467	57039378	+	ENSRNOG00000007029	8
ENSRNOT00000053719	miRNA transcript	5	57028859	57028936	+	ENSRNOG00000035596	0
ENSRNOT00000010464	protein_coding transcript	5	57042705	57061365	-	ENSRNOG00000007671	12
ENSRNOT00000090499	protein_coding transcript	5	57121769	57168610	-	ENSRNOG00000059461	6
ENSRNOT00000060714	protein_coding transcript	5	57239086	57250662	+	ENSRNOG00000008252	3
ENSRNOT00000011455	protein_coding transcript	5	57254421	57267002	-	ENSRNOG00000008277	7
ENSRNOT00000011907	protein_coding transcript	5	57267312	57284448	+	ENSRNOG00000008672	8
ENSRNOT00000060692	protein_coding transcript	5	57291156	57348720	+	ENSRNOG00000009015	24
ENSRNOT00000060691	protein_coding transcript	5	57291301	57332697	+	ENSRNOG00000009015	16
ENSRNOT00000012975	protein_coding transcript	5	57358327	57372239	-	ENSRNOG00000009686	6
ENSRNOT00000085335	snRNA transcript	5	57374927	57375045	+	ENSRNOG00000060848	0
ENSRNOT00000013803	protein_coding transcript	5	57423734	57429245	-	ENSRNOG00000009797	6
ENSRNOT00000014211	protein_coding transcript	5	57445344	57455018	-	ENSRNOG00000010409	26
ENSRNOT00000066683	protein_coding transcript	5	57445350	57454839	-	ENSRNOG00000010409	8
ENSRNOT00000075842	protein_coding transcript	5	57445991	57454901	-	ENSRNOG00000010409	26
ENSRNOT00000076185	retained_intron transcript	5	57446654	57448792	-	ENSRNOG00000010409	0
ENSRNOT00000076220	retained_intron transcript	5	57447654	57448645	-	ENSRNOG00000010409	0
ENSRNOT00000015575	protein_coding transcript	5	57472315	57530987	+	ENSRNOG00000010727	5
ENSRNOT00000080787	protein_coding transcript	5	57534695	57632177	-	ENSRNOG00000052087	28
ENSRNOT00000092581	protein_coding transcript	5	57534866	57632182	-	ENSRNOG00000052087	27
ENSRNOT00000080295	protein_coding transcript	5	57534894	57607725	-	ENSRNOG00000052087	28
ENSRNOT00000090128	snoRNA transcript	5	57542044	57542120	-	ENSRNOG00000061024	0
ENSRNOT00000082337	snoRNA transcript	5	57552810	57552890	-	ENSRNOG00000053973	0
ENSRNOT00000091616	snoRNA transcript	5	57555078	57555156	-	ENSRNOG00000055005	0
ENSRNOT00000073017	protein_coding transcript	5	57657909	57658376	+	ENSRNOG00000048698	1
ENSRNOT00000074796	protein_coding transcript	5	57667376	57683932	-	ENSRNOG00000050790	16
ENSRNOT00000072876	rRNA transcript	5	57678052	57678168	+	ENSRNOG00000050005	0
ENSRNOT00000015955	lincRNA transcript	5	57729952	57738210	-	ENSRNOG00000011990	0
ENSRNOT00000063849	protein_coding transcript	5	57738321	57778723	+	ENSRNOG00000012004	6
ENSRNOT00000035541	protein_coding transcript	5	57780389	57845509	-	ENSRNOG00000012735	12
ENSRNOT00000017712	protein_coding transcript	5	57845819	57860658	+	ENSRNOG00000013110	2
ENSRNOT00000033235	protein_coding transcript	5	57876498	57881944	-	ENSRNOG00000023208	1
ENSRNOT00000017903	protein_coding transcript	5	57883675	57896475	-	ENSRNOG00000013320	6
ENSRNOT00000060642	protein_coding transcript	5	57897368	57947183	-	ENSRNOG00000039559	6
ENSRNOT00000067657	protein_coding transcript	5	57947716	58017992	+	ENSRNOG00000013734	20
ENSRNOT00000066977	protein_coding transcript	5	58018039	58019836	-	ENSRNOG00000043300	1
ENSRNOT00000091069	lincRNA transcript	5	58022385	58031868	-	ENSRNOG00000055171	0
ENSRNOT00000075777	protein_coding transcript	5	58041146	58078545	-	ENSRNOG00000047307	7
ENSRNOT00000082496	protein_coding transcript	5	58096213	58097577	-	ENSRNOG00000059653	1
ENSRNOT00000019561	protein_coding transcript	5	58098706	58106706	-	ENSRNOG00000014208	7
ENSRNOT00000046589	protein_coding transcript	5	58107707	58113553	-	ENSRNOG00000013416	7
ENSRNOT00000019795	protein_coding transcript	5	58121786	58124681	-	ENSRNOG00000014604	4
ENSRNOT00000019886	protein_coding transcript	5	58144705	58147929	+	ENSRNOG00000014766	11
ENSRNOT00000020885	protein_coding transcript	5	58151985	58159072	+	ENSRNOG00000015068	12
ENSRNOT00000060594	protein_coding transcript	5	58159066	58163584	-	ENSRNOG00000039530	5
ENSRNOT00000020982	protein_coding transcript	5	58181026	58183017	-	ENSRNOG00000015668	4
ENSRNOT00000043975	processed_pseudogene transcript	5	58184896	58185294	-	ENSRNOG00000031220	0
ENSRNOT00000023951	protein_coding transcript	5	58197680	58198782	-	ENSRNOG00000034290	4
ENSRNOT00000081820	pseudogene transcript	5	58216677	58218076	-	ENSRNOG00000056126	0
ENSRNOT00000068752	protein_coding transcript	5	58282379	58288125	-	ENSRNOG00000042596	5
ENSRNOT00000085709	protein_coding transcript	5	58303768	58309644	-	ENSRNOG00000022751	6
ENSRNOT00000031509	protein_coding transcript	5	58303783	58309627	-	ENSRNOG00000022751	5
ENSRNOT00000000141	protein_coding transcript	5	58359498	58383070	+	ENSRNOG00000000129	8
ENSRNOT00000000142	protein_coding transcript	5	58393233	58401870	+	ENSRNOG00000000130	4
